City,Temperature_C,Population_Density,Green_Cover_%,Industrial_Activity_Level,Vehicular_Emissions_Index,Humidity_%,Land_Surface_Temperature_C,Nighttime_Temperature_C,UHI_Effect_Severity
Pune,31.22,17873,21.79,Low,90.75,77.88,36.03,29.96,Low
Mumbai,36.12,21512,28.03,Medium,245.06,77.03,42.93,33.65,Medium
Mumbai,25.27,28461,20.14,Low,218.76,82.66,32.76,22.74,Low
Bangalore,29.41,25710,28.78,Medium,131.61,58.84,31.9,26.67,Low
Chennai,42.7,24952,20.79,Low,186.64,57.25,46.58,39.73,High
Bangalore,30.36,18448,16.68,Low,161.11,81.55,34.15,27.35,Low
Mumbai,41.22,20198,15.63,High,82.1,51.88,49.19,38.92,High
Pune,36.78,12622,19.38,Medium,276.8,63.06,42.13,33.85,Medium
Bangalore,25.95,13080,5.81,Low,192.4,49.72,33.23,24.04,Low
Bangalore,38.18,7402,28.4,Medium,270.06,85.69,42.73,35.85,High
Delhi,34.41,23031,34.58,Medium,255.96,60.39,40.75,32.23,Medium
Mumbai,32.72,8556,17.41,Medium,69.94,50.62,36.44,30.74,Low
Pune,36.22,7193,6.61,Medium,101.82,74.6,43.7,34.51,Medium
Bangalore,37.37,15239,39.54,High,86.32,52.23,42.1,36.14,Medium
Bangalore,38.54,24488,14.23,Low,257.69,87.18,45.36,36.02,High
Pune,40.89,25739,9.43,Medium,265.61,58.38,44.43,38.28,High
Mumbai,37.04,23518,17.94,Medium,181.99,73.23,43.2,35.03,Medium
Delhi,28.12,25287,30.85,Medium,76.04,57.26,32.55,24.19,Low
Bangalore,32.63,24997,15.29,High,83.9,80.36,34.82,29.96,Low
Delhi,49.72,13583,25.11,High,253.39,84.85,54.19,46.05,High
Chennai,38.62,23663,19.54,Medium,282.3,79.4,43.92,35.91,High
Mumbai,46.85,17875,9.12,High,99.87,82.42,49.76,45.28,High
Chennai,41.98,15686,16.56,Medium,52.78,45.09,45.08,38.05,High
Chennai,36.21,22536,30.37,Medium,132.74,86.2,41.0,32.55,Medium
Chennai,36.51,6294,26.42,High,57.62,71.22,40.56,34.09,Medium
Mumbai,34.82,20448,9.19,Low,256.99,83.46,39.46,33.09,Medium
Mumbai,26.31,26673,10.72,Medium,172.88,74.22,31.08,24.64,Low
Pune,35.09,15367,27.43,Medium,210.47,50.09,37.93,31.67,Medium
Delhi,41.05,24629,33.47,High,152.87,70.48,44.14,39.85,High
Delhi,32.0,27452,17.23,High,136.38,44.55,39.09,29.09,Low
Pune,37.06,18337,25.84,High,105.55,74.79,40.04,34.14,Medium
Pune,39.26,28100,10.97,High,242.63,60.45,45.25,37.71,High
Chennai,30.45,11654,15.9,Medium,223.89,47.59,34.96,27.34,Low
Pune,32.74,24322,5.71,Low,140.18,88.96,40.55,29.63,Low
Bangalore,29.91,24010,31.89,Low,130.28,85.05,32.31,27.86,Low
Delhi,30.89,22333,19.04,Medium,50.31,84.68,37.87,28.44,Low
Pune,28.56,17693,33.56,Medium,65.89,79.44,33.51,25.06,Low
Bangalore,30.5,14241,29.79,Medium,205.81,74.6,32.53,27.93,Low
Bangalore,42.1,9075,34.01,Medium,178.65,72.75,45.68,39.24,High
Bangalore,30.42,17651,15.0,High,158.7,45.3,34.87,28.18,Low
Bangalore,35.63,14275,11.48,Medium,256.88,85.03,39.52,34.18,Medium
Chennai,32.49,17838,39.02,High,175.97,84.06,36.66,28.49,Low
Bangalore,40.89,6658,30.11,High,146.12,77.39,48.39,38.3,High
Chennai,41.56,11932,34.19,Medium,90.31,86.37,45.72,39.55,High
Chennai,39.32,19248,5.46,Medium,255.17,67.65,43.83,36.18,High
Bangalore,36.53,29437,17.41,Medium,194.06,62.38,43.1,33.67,Medium
Delhi,33.84,11959,31.0,Medium,73.11,88.4,40.61,32.15,Medium
Bangalore,29.04,23201,7.73,Medium,212.22,63.21,31.55,25.41,Low
Bangalore,44.72,13382,24.86,Low,156.27,72.07,50.94,43.5,High
Bangalore,31.2,21844,20.02,Low,252.85,58.65,36.1,28.38,Low
Delhi,38.32,29355,5.62,Low,279.73,71.82,41.12,35.88,High
Mumbai,40.3,19999,13.26,Low,200.12,76.0,43.89,38.34,High
Mumbai,32.22,27399,14.97,Low,232.9,71.23,34.49,28.74,Low
Chennai,40.19,11376,8.92,Medium,64.15,65.73,44.35,37.22,High
Chennai,38.82,23905,27.1,High,190.06,55.01,42.35,35.54,High
Delhi,43.64,8476,13.48,Medium,238.83,72.19,47.93,41.4,High
Pune,32.65,24089,14.72,High,174.19,85.42,38.14,28.83,Low
Mumbai,28.57,9366,36.44,Medium,198.39,40.35,34.96,26.54,Low
Chennai,32.47,21206,21.35,Medium,274.74,46.7,38.1,29.88,Low
Mumbai,36.04,17458,18.72,Medium,99.52,45.99,42.11,32.24,Medium
Delhi,35.29,5027,30.34,Medium,74.56,86.16,42.48,34.04,Medium
Delhi,33.03,25615,36.84,High,222.66,73.14,40.28,31.71,Medium
Pune,25.45,16164,5.88,High,255.71,87.59,32.62,21.47,Low
Pune,37.35,11548,20.69,Medium,262.62,69.14,40.27,33.44,Medium
Delhi,44.86,8024,26.38,Low,210.41,63.09,48.37,41.55,High
Chennai,37.32,6264,16.15,Medium,258.3,79.62,42.34,34.87,Medium
Mumbai,38.05,14047,32.03,Low,225.17,48.05,42.2,35.53,High
Bangalore,37.86,17217,39.0,Low,71.84,59.07,40.65,36.09,Medium
Pune,36.99,11587,38.02,High,240.51,63.31,40.71,34.69,Medium
Bangalore,39.66,11577,14.31,Medium,94.84,54.92,47.51,37.36,High
Chennai,36.98,22635,12.92,Medium,109.15,58.56,41.06,35.87,Medium
Pune,33.44,17796,38.51,High,148.66,43.91,37.95,31.08,Medium
Bangalore,31.02,8870,21.05,Medium,128.64,49.9,33.06,28.58,Low
Chennai,33.76,6326,12.29,Medium,130.41,56.77,40.07,30.76,Medium
Mumbai,36.57,27561,29.74,Low,92.31,79.79,41.05,34.02,Medium
Chennai,33.42,14217,14.95,Medium,123.47,49.12,36.04,29.83,Medium
Pune,36.57,21745,14.35,Medium,54.92,57.33,44.38,34.47,Medium
Delhi,37.2,22602,35.77,Medium,168.23,43.25,43.86,34.97,Medium
Mumbai,39.17,5605,10.69,Low,242.15,67.86,45.52,36.45,High
Bangalore,41.41,27343,7.25,Low,265.56,70.56,49.16,39.81,High
Pune,35.39,23054,14.42,Medium,255.11,83.28,39.83,33.21,Medium
Delhi,28.46,18003,26.24,Medium,154.11,80.96,34.77,25.4,Low
Chennai,33.27,15489,9.31,Medium,232.61,54.27,36.51,31.04,Medium
Delhi,35.22,25827,21.51,Medium,121.97,46.85,41.4,31.5,Medium
Pune,25.82,22661,26.96,Low,63.89,47.8,27.91,22.98,Low
Pune,41.94,21782,34.71,Medium,218.99,88.45,44.7,40.48,High
Delhi,35.71,18487,13.05,High,212.2,73.66,40.26,33.25,Medium
Chennai,36.91,23556,33.61,Low,250.41,42.13,38.98,33.61,Medium
Delhi,41.83,24194,13.22,Medium,204.03,46.84,46.6,38.9,High
Pune,31.85,19733,28.69,Medium,89.22,64.29,36.99,28.19,Low
Pune,37.87,11274,20.07,Medium,263.29,50.39,43.6,34.62,Medium
Bangalore,34.45,27065,9.01,Low,206.81,80.18,37.05,33.27,Medium
Bangalore,34.08,15844,30.0,High,251.9,68.66,37.17,32.74,Medium
Mumbai,31.14,24323,12.62,Medium,243.53,70.63,36.82,28.19,Low
Pune,43.33,18189,11.18,High,124.47,63.14,49.28,41.61,High
Bangalore,33.12,22328,17.54,Low,68.64,52.8,35.28,30.36,Medium
Delhi,38.5,15971,27.87,Medium,94.13,69.47,43.74,35.12,High
Chennai,25.62,10965,13.19,Medium,73.22,75.85,32.33,22.89,Low
Delhi,40.9,17621,11.43,Medium,110.85,58.55,43.31,38.65,High
Chennai,40.26,11348,5.35,Medium,164.88,65.25,44.74,37.32,High
Bangalore,35.49,29154,21.51,Medium,276.7,81.98,39.45,34.06,Medium
Mumbai,33.87,28483,20.0,Low,268.0,47.43,41.35,30.7,Medium
Delhi,37.0,22580,13.19,Medium,229.65,67.26,40.11,33.91,Medium
Delhi,46.44,22596,6.88,Low,56.03,57.42,50.35,43.9,High
Delhi,26.18,5823,20.02,Low,135.35,75.14,33.57,24.35,Low
Chennai,38.91,12084,32.59,Medium,220.59,40.94,42.89,35.52,High
Bangalore,30.44,17455,30.03,Low,82.26,73.52,35.63,27.91,Low
Delhi,34.9,15607,35.13,High,250.27,45.14,37.1,33.72,Medium
Delhi,33.76,21919,5.34,High,278.64,43.24,41.67,30.0,Medium
Mumbai,32.86,19236,38.82,Medium,138.53,76.23,39.81,29.56,Low
Mumbai,34.95,24394,16.95,High,226.46,72.02,40.75,32.19,Medium
Bangalore,29.33,21236,39.66,High,87.05,84.75,31.69,27.02,Low
Bangalore,40.15,15819,13.84,Low,222.7,65.98,42.6,36.27,High
Pune,26.03,28921,21.5,High,55.36,66.5,31.3,22.7,Low
Mumbai,37.7,16969,17.39,Low,87.69,75.35,41.41,35.09,Medium
Pune,33.37,22333,17.45,Medium,227.47,56.17,39.1,30.41,Medium
Chennai,29.15,16700,34.48,Medium,227.96,41.85,34.73,27.3,Low
Pune,36.01,5543,31.12,Medium,210.29,51.5,43.04,34.42,Medium
Delhi,27.22,8900,39.73,Low,169.34,51.9,30.9,25.4,Low
Pune,35.2,16945,26.47,Low,218.73,56.78,40.67,33.32,Medium
Bangalore,27.89,9224,21.21,Medium,243.45,87.17,34.55,24.67,Low
Chennai,37.31,18758,8.15,Medium,291.62,80.24,42.25,35.89,Medium
Delhi,30.38,19949,39.88,Medium,272.16,86.8,37.36,27.05,Low
Pune,32.75,7866,24.3,Medium,248.63,89.93,35.53,30.17,Low
Chennai,36.47,23630,29.52,Low,223.69,61.69,42.87,34.32,Medium
Chennai,31.14,23220,19.24,Low,193.54,51.35,38.8,29.24,Low
Delhi,34.71,13268,24.17,Medium,80.15,68.0,38.7,32.17,Medium
Pune,27.43,29944,37.99,Medium,91.39,84.06,31.63,25.48,Low
Chennai,38.15,28360,10.82,Low,255.07,63.29,40.66,35.87,High
Chennai,43.82,17813,15.23,Medium,250.83,65.27,49.67,40.61,High
Mumbai,48.96,21732,10.32,Medium,203.61,46.72,54.28,46.08,High
Chennai,35.46,9601,32.73,Low,159.71,61.02,37.7,32.21,Medium
Mumbai,38.94,17930,7.17,Medium,56.51,59.35,45.45,35.8,High
Pune,26.1,9333,7.86,Medium,131.79,57.58,33.07,22.65,Low
Pune,42.51,10399,15.45,Medium,155.16,84.36,49.96,40.91,High
Pune,38.88,27080,23.0,High,171.45,42.97,44.16,34.9,High
Bangalore,32.58,22839,19.22,Low,282.33,88.61,37.3,30.15,Low
Pune,41.19,23569,6.57,Medium,77.18,40.41,48.44,38.03,High
Chennai,33.73,12436,38.51,Medium,179.72,87.28,38.12,30.69,Medium
Delhi,32.71,25195,38.35,Medium,141.98,67.4,38.64,30.01,Low
Mumbai,37.38,28693,14.78,Medium,297.52,75.12,43.07,33.39,Medium
Bangalore,29.68,19947,30.6,Medium,265.47,49.36,33.92,28.03,Low
Pune,40.11,18961,25.25,Medium,159.7,72.71,42.63,37.84,High
Pune,29.72,13086,13.31,Low,299.92,84.1,31.85,28.34,Low
Delhi,29.75,8682,14.18,Medium,178.52,46.97,34.32,28.2,Low
Delhi,30.45,23230,22.19,Medium,91.78,46.35,35.34,27.31,Low
Bangalore,38.8,6854,19.67,High,188.97,55.2,45.73,37.78,High
Mumbai,31.92,7985,15.19,Medium,106.55,48.09,36.4,28.25,Low
Pune,28.26,15817,33.26,Medium,209.08,45.53,31.95,25.36,Low
Bangalore,31.97,24278,21.85,Medium,284.36,73.92,36.74,29.65,Low
Chennai,34.84,12496,27.92,High,246.55,50.69,38.27,32.85,Medium
Chennai,29.1,5558,11.62,High,118.29,73.35,31.64,27.72,Low
Bangalore,29.24,24280,23.67,Medium,124.21,83.1,31.92,25.48,Low
Pune,45.56,6254,16.13,Medium,67.32,72.6,49.47,42.42,High
Bangalore,30.7,20667,23.42,Low,121.47,45.97,32.77,28.69,Low
Pune,33.38,23065,32.33,Medium,73.16,68.68,36.71,32.17,Medium
Delhi,33.16,21078,31.91,Medium,174.86,59.68,39.89,31.19,Medium
Bangalore,32.89,26655,17.4,Medium,227.09,57.17,36.3,31.34,Low
Pune,38.11,15006,29.3,Low,237.8,55.93,40.77,34.75,High
Bangalore,39.74,11283,37.95,Medium,64.88,86.47,47.44,36.58,High
Bangalore,33.47,13854,26.9,Low,134.99,77.13,39.21,30.98,Medium
Pune,28.82,17308,10.19,Medium,122.04,46.69,31.18,25.16,Low
Pune,41.37,8325,28.79,Low,76.08,63.8,43.75,39.83,High
Mumbai,34.52,22625,8.67,Medium,140.62,55.91,40.2,32.17,Medium
Bangalore,43.65,8143,35.52,Low,124.83,88.9,48.89,40.52,High
Chennai,23.77,8037,23.08,Low,208.62,88.9,26.18,22.57,Low
Bangalore,35.98,29737,18.48,Medium,270.83,55.98,39.32,33.86,Medium
Bangalore,44.59,17417,7.0,Low,163.71,57.61,52.17,41.88,High
Pune,33.23,23165,18.33,Medium,236.67,69.97,38.67,31.13,Medium
Bangalore,33.87,9675,36.61,High,86.5,63.97,38.51,31.43,Medium
Bangalore,36.48,22861,5.73,High,273.74,50.66,39.98,33.65,Medium
Chennai,32.21,12148,21.61,Low,88.15,73.02,35.01,30.1,Low
Pune,33.44,12551,37.59,High,98.03,56.71,37.86,32.12,Medium
Bangalore,33.31,21490,18.82,Medium,76.62,72.69,40.85,31.89,Medium
Delhi,31.86,7668,19.99,High,127.42,59.18,34.16,29.28,Low
Mumbai,41.14,26319,25.25,Medium,188.1,75.01,49.09,39.62,High
Chennai,37.31,28654,21.2,Low,297.0,73.39,40.55,33.64,Medium
Bangalore,36.25,22548,10.9,Medium,248.34,65.44,40.71,32.75,Medium
Delhi,39.04,19912,5.65,Medium,145.11,75.24,41.31,37.0,High
Bangalore,33.68,22541,26.34,Medium,193.96,63.05,39.19,30.19,Medium
Bangalore,31.13,7246,37.23,Medium,205.83,45.81,36.03,28.53,Low
Pune,31.99,11653,8.72,Medium,255.68,49.11,37.99,30.51,Low
Pune,35.01,16133,12.38,Medium,234.11,52.3,40.26,32.17,Medium
Pune,29.7,12649,17.96,High,192.32,43.16,34.09,26.67,Low
Delhi,32.5,21895,33.31,High,217.3,75.57,38.93,31.25,Low
Bangalore,32.42,13441,14.42,Medium,236.48,58.37,34.57,30.48,Low
Mumbai,45.62,5888,35.87,Medium,83.29,44.68,50.87,44.61,High
Chennai,21.13,14215,6.92,High,100.11,81.0,23.81,19.18,Low
Pune,34.1,29367,37.93,High,222.15,74.18,38.72,32.1,Medium
Pune,43.63,13791,24.63,Low,262.61,62.61,50.38,40.74,High
Bangalore,35.61,24406,28.06,Medium,152.32,52.37,38.46,34.01,Medium
Bangalore,38.77,23914,17.87,Medium,294.97,47.59,46.38,37.68,High
Delhi,35.5,16075,32.37,Medium,104.02,62.92,42.83,33.55,Medium
Delhi,31.66,27699,10.83,Low,154.17,84.26,36.15,28.19,Low
Pune,23.79,20204,6.71,Medium,144.63,49.42,25.83,21.59,Low
Bangalore,36.03,23448,18.84,Medium,282.57,68.43,42.77,33.78,Medium
Mumbai,31.12,14950,34.88,Medium,121.34,88.08,38.41,28.71,Low
Chennai,31.0,10413,31.42,Medium,167.7,71.86,34.05,27.74,Low
Bangalore,32.51,11537,23.1,Low,96.81,62.0,40.0,30.06,Low
Bangalore,43.72,8569,25.02,High,180.32,75.82,51.21,42.45,High
Delhi,47.02,6242,9.55,High,264.35,81.23,51.85,45.4,High
Chennai,36.09,9329,34.42,Medium,126.01,69.53,42.87,34.52,Medium
Pune,32.68,15487,32.54,High,252.7,83.59,37.35,30.15,Low
Bangalore,29.11,23309,27.98,Low,277.83,65.73,34.5,28.02,Low
Pune,37.34,8395,21.32,Medium,68.24,81.5,41.26,35.49,Medium
Bangalore,43.91,21824,38.76,Low,239.11,87.6,46.87,41.09,High
Pune,33.76,26615,35.77,Medium,113.84,65.06,40.24,31.7,Medium
Chennai,23.11,29565,27.56,Medium,93.83,70.25,25.11,19.98,Low
Delhi,38.35,24127,18.01,Medium,200.28,70.47,43.83,36.18,High
Chennai,39.93,13039,26.63,Medium,226.4,79.07,47.12,35.99,High
Mumbai,27.07,13198,25.14,Medium,148.69,81.15,30.4,23.17,Low
Delhi,35.88,6586,18.8,Medium,59.79,41.36,39.88,32.48,Medium
Chennai,37.26,22209,15.73,High,277.18,76.67,42.78,33.39,Medium
Mumbai,34.63,8824,19.25,Medium,232.69,79.19,38.12,33.02,Medium
Bangalore,31.05,22652,25.09,Low,117.92,75.02,38.13,27.79,Low
Bangalore,40.08,28999,19.98,Medium,174.22,75.68,44.28,38.11,High
Pune,32.98,8436,14.23,High,56.95,42.07,38.47,29.81,Low
Delhi,27.57,13089,31.63,Medium,134.82,62.1,30.93,25.45,Low
Bangalore,24.75,21057,23.6,Medium,180.63,80.91,27.0,22.88,Low
Delhi,41.3,6310,7.37,Medium,179.31,86.7,44.35,37.43,High
Bangalore,38.08,14819,17.89,Medium,102.05,51.47,40.36,36.45,High
Pune,35.44,20465,35.97,Low,244.19,68.96,40.25,32.16,Medium
Chennai,32.8,18457,31.43,Medium,124.72,80.22,38.32,29.77,Low
Pune,32.36,5477,16.31,Low,195.1,77.62,34.62,30.44,Low
Mumbai,29.62,13906,37.84,Low,117.88,70.94,32.16,27.25,Low
Bangalore,32.84,14868,7.68,Low,156.29,40.93,37.76,31.41,Low
Mumbai,24.4,23546,38.64,Medium,101.88,76.19,31.19,20.64,Low
Mumbai,31.32,5508,13.6,Medium,208.25,78.66,37.09,27.42,Low
Delhi,33.45,12319,5.32,High,156.4,76.14,36.07,30.25,Medium
Bangalore,38.05,5381,20.18,Medium,54.03,78.29,45.37,34.5,High
Mumbai,34.8,20287,17.56,Medium,57.04,61.55,42.31,33.55,Medium
Chennai,38.97,6845,23.87,Low,167.78,89.69,42.92,36.82,High
Mumbai,41.75,28684,32.89,Low,95.81,78.54,47.44,39.75,High
Chennai,40.29,17562,34.49,High,196.26,68.93,45.24,37.6,High
Delhi,37.35,14910,19.04,Medium,152.05,86.71,45.0,35.8,Medium
Mumbai,35.06,29101,20.04,Low,213.6,85.41,40.11,32.37,Medium
Pune,30.1,29893,10.19,Medium,288.1,80.73,37.86,27.13,Low
Delhi,38.7,9629,6.66,Medium,182.18,68.18,41.9,37.3,High
Chennai,43.4,10704,27.44,High,246.84,66.36,47.47,42.0,High
Delhi,36.71,6776,7.26,Low,238.26,56.44,43.4,35.6,Medium
Mumbai,44.59,29487,30.68,Medium,280.45,52.54,51.29,41.3,High
Bangalore,27.37,20513,23.87,Medium,103.5,65.62,33.77,25.38,Low
Bangalore,29.23,23668,11.95,High,256.83,68.89,36.39,27.55,Low
Chennai,39.28,20228,23.88,High,276.38,52.23,45.49,35.94,High
Chennai,36.32,6244,11.4,Low,148.19,86.13,42.14,34.89,Medium
Bangalore,41.57,6333,20.36,Medium,128.45,67.86,46.32,39.29,High
Chennai,34.92,8669,32.98,Medium,288.01,66.33,39.73,31.69,Medium
Delhi,30.66,22584,21.17,Medium,206.91,61.78,35.1,27.94,Low
Pune,33.93,23178,10.2,High,145.17,42.9,39.65,31.27,Medium
Pune,27.34,20579,30.33,High,247.96,84.12,31.78,25.86,Low
Delhi,29.36,27565,11.54,Low,126.12,55.85,32.24,27.81,Low
Pune,39.86,22838,30.85,Low,94.1,72.12,42.5,37.11,High
Mumbai,39.36,6933,21.78,Medium,185.99,70.37,46.91,38.29,High
Delhi,36.82,5746,20.88,Low,191.55,69.22,38.96,33.21,Medium
Chennai,26.39,28754,34.8,Low,256.44,66.29,29.03,24.34,Low
Delhi,33.21,14032,29.8,Medium,164.26,49.07,37.88,30.96,Medium
Bangalore,28.88,29357,6.15,High,253.65,54.03,32.45,27.1,Low
Chennai,40.88,11827,15.37,Low,127.83,66.21,45.32,37.25,High
Bangalore,32.08,21197,35.48,Medium,193.84,79.47,34.79,29.15,Low
Chennai,29.57,5792,5.64,Low,102.12,61.6,32.36,27.22,Low
Pune,35.15,11927,24.08,Low,146.36,50.2,41.95,32.39,Medium
Delhi,31.8,22651,30.47,Medium,264.38,44.4,38.35,29.66,Low
Mumbai,42.42,14742,26.76,Low,104.0,73.15,45.04,40.02,High
Chennai,31.33,11369,31.62,High,252.56,61.17,37.33,29.25,Low
Chennai,28.0,19800,30.4,High,120.72,46.27,33.66,25.77,Low
Bangalore,24.24,24074,29.22,Medium,58.62,73.72,30.52,22.29,Low
Pune,34.85,12874,33.75,Low,77.48,50.38,39.69,33.61,Medium
Bangalore,32.19,21676,27.6,Medium,236.47,65.45,35.81,31.08,Low
Bangalore,27.86,11864,19.08,Low,115.52,55.31,33.84,26.33,Low
Pune,40.95,9022,21.52,Low,213.54,86.58,45.17,39.19,High
Mumbai,38.34,23032,30.09,Medium,224.8,51.41,41.65,34.66,High
Bangalore,34.86,16008,35.67,Medium,136.28,61.0,39.31,32.03,Medium
Bangalore,41.82,17102,14.53,Low,168.73,87.97,48.4,37.95,High
Chennai,38.31,20342,16.97,Low,150.94,55.94,43.17,36.29,High
Pune,30.89,16110,37.58,High,286.84,72.23,34.68,28.68,Low
Delhi,29.8,10171,25.25,Medium,129.99,55.84,36.8,26.64,Low
Mumbai,39.09,14589,11.26,High,95.83,45.53,46.38,36.36,High
Mumbai,36.98,23077,28.23,High,141.4,71.38,41.58,34.4,Medium
Pune,35.85,11710,39.68,Medium,217.38,85.8,40.1,33.12,Medium
Chennai,30.77,22421,33.82,Low,224.34,62.63,36.44,28.02,Low
Chennai,38.04,25236,31.1,Medium,281.01,71.31,40.39,34.74,High
Pune,31.22,10459,12.28,Low,270.44,70.44,37.37,28.22,Low
Chennai,34.49,19937,35.66,Low,122.08,60.75,41.18,30.62,Medium
Mumbai,42.23,14754,23.4,Medium,163.79,70.74,46.62,38.39,High
Mumbai,31.7,12048,36.13,Medium,236.82,52.97,34.74,29.43,Low
Delhi,27.14,27568,16.54,Low,279.13,58.9,29.31,26.03,Low
Pune,29.74,14483,7.17,Medium,134.29,62.12,35.56,28.7,Low
Bangalore,39.97,22545,21.66,Medium,161.11,83.2,43.59,38.6,High
Bangalore,36.27,22413,14.44,Low,274.87,57.42,41.06,35.05,Medium
Delhi,34.36,17449,30.03,Low,139.62,71.76,38.67,32.24,Medium
Delhi,32.45,20354,38.5,Low,170.13,50.67,35.5,31.3,Low
Chennai,37.43,5978,29.18,Medium,276.13,52.63,42.48,34.55,Medium
Delhi,30.75,13709,36.04,Medium,250.56,72.42,35.51,29.18,Low
Delhi,36.53,20760,20.86,Medium,110.86,78.12,42.27,33.99,Medium
Bangalore,31.34,16023,32.01,Medium,131.2,63.11,34.86,30.03,Low
Chennai,30.51,26513,34.51,Low,138.24,56.75,33.8,27.03,Low
Delhi,31.81,21521,29.88,Low,278.18,85.51,38.7,28.47,Low
Delhi,33.12,16145,22.77,Low,299.73,46.79,39.34,30.96,Medium
Chennai,34.76,26192,26.91,Low,243.5,76.04,41.39,31.02,Medium
Pune,36.18,19491,29.52,Low,171.08,74.51,38.92,34.62,Medium
Chennai,16.56,23839,13.86,Medium,52.54,74.51,19.9,13.12,Low
Bangalore,30.96,12392,33.34,Low,224.37,86.77,36.41,28.32,Low
Pune,33.04,16447,38.26,Medium,147.34,76.41,40.19,31.05,Medium
Mumbai,42.53,24650,21.28,Medium,208.25,55.08,49.88,41.27,High
Chennai,29.6,26033,29.54,Medium,201.67,57.67,36.59,28.09,Low
Bangalore,35.81,13587,30.8,Low,170.21,59.56,38.07,32.23,Medium
Pune,42.48,15129,28.18,High,286.1,41.54,49.4,39.65,High
Chennai,28.44,18907,24.15,High,55.79,85.68,35.83,26.72,Low
Delhi,36.97,26637,35.86,Low,228.03,43.68,39.31,34.48,Medium
Chennai,30.99,10428,20.71,Medium,152.46,74.99,35.49,29.67,Low
Mumbai,32.48,27369,7.14,High,228.45,76.51,37.7,31.18,Low
Chennai,30.98,7589,34.56,Medium,218.8,82.19,34.38,27.26,Low
Pune,31.34,28560,28.59,Medium,52.56,67.67,36.44,28.97,Low
Pune,48.61,8034,34.72,Medium,121.33,76.26,55.93,46.52,High
Chennai,39.22,5169,9.85,Medium,97.27,55.14,46.42,35.38,High
Pune,40.51,8239,6.08,Medium,91.75,77.28,48.15,38.31,High
Delhi,37.46,8415,37.7,High,232.12,57.17,42.36,35.45,Medium
Chennai,26.97,24952,10.17,Medium,109.89,85.14,31.43,25.15,Low
Delhi,36.97,16408,33.34,Low,168.68,48.17,42.97,34.28,Medium
Delhi,40.36,8484,33.81,Medium,111.75,55.79,44.87,37.69,High
Bangalore,30.73,26219,29.8,Medium,195.06,64.94,32.98,29.68,Low
Chennai,39.83,23225,9.59,Low,230.14,78.79,46.15,36.86,High
Pune,38.52,19923,28.36,Medium,132.77,77.44,42.21,35.16,High
Delhi,44.26,28262,36.12,High,200.76,50.54,46.55,41.41,High
Bangalore,32.91,25936,19.89,Medium,256.21,47.21,35.03,29.3,Low
Chennai,29.51,11844,19.47,Low,73.56,55.2,37.1,27.68,Low
Chennai,33.19,24410,20.5,Low,227.67,64.19,36.7,31.62,Medium
Mumbai,42.18,27573,7.88,Medium,130.79,66.95,46.87,39.09,High
Mumbai,25.86,8965,36.22,Medium,80.66,61.46,33.56,24.29,Low
Delhi,24.66,12184,35.42,Medium,186.41,73.15,29.46,23.38,Low
Mumbai,35.45,26863,39.93,Medium,106.57,61.38,37.92,34.16,Medium
Delhi,32.79,10380,25.48,Low,255.34,87.32,38.1,29.48,Low
Pune,35.04,22530,31.29,Low,60.72,53.05,37.57,33.95,Medium
Delhi,39.73,25710,12.09,Medium,74.66,71.37,42.3,37.86,High
Mumbai,32.24,20285,28.36,Low,180.25,70.57,39.35,30.85,Low
Pune,25.63,5111,27.74,High,197.24,54.08,29.37,22.37,Low
Mumbai,45.22,21143,36.54,Low,232.47,60.58,51.29,42.71,High
Delhi,30.01,21976,34.08,Medium,114.82,58.27,35.07,28.4,Low
Bangalore,29.7,12413,37.85,Medium,260.44,48.62,33.04,26.45,Low
Chennai,40.52,19726,35.41,Medium,288.29,63.86,45.63,37.27,High
Mumbai,33.08,29563,35.4,Medium,174.76,59.33,35.49,30.51,Medium
Delhi,34.68,22622,7.23,Medium,240.13,48.92,38.77,32.86,Medium
Pune,37.41,10983,34.61,Medium,181.21,62.49,42.55,34.66,Medium
Mumbai,40.42,24178,26.26,Medium,67.37,61.09,43.79,36.62,High
Mumbai,33.33,15321,18.32,Medium,131.53,46.57,39.29,32.18,Medium
Chennai,42.6,16061,6.98,Medium,71.87,46.56,44.91,40.8,High
Delhi,24.32,8598,28.72,Medium,297.22,72.38,29.23,22.47,Low
Bangalore,38.8,25187,16.49,Medium,107.26,75.33,45.09,35.9,High
Pune,30.8,6526,21.37,Medium,208.98,87.06,35.38,27.85,Low
Delhi,41.86,12909,28.86,High,121.09,44.35,49.11,40.24,High
Pune,35.71,6969,36.91,Medium,213.31,45.89,41.5,34.06,Medium
Mumbai,31.64,14143,33.89,Medium,102.6,42.59,39.39,27.85,Low
Chennai,38.31,22886,20.77,Low,246.32,66.61,42.02,35.05,High
Chennai,39.47,25851,18.57,Medium,77.7,71.14,47.1,35.66,High
Bangalore,38.21,16528,13.39,Medium,273.79,60.18,43.85,34.72,High
Chennai,29.85,27791,18.03,High,260.11,79.9,36.32,27.65,Low
Mumbai,32.58,13301,8.89,Medium,219.7,74.33,39.99,31.21,Low
Bangalore,34.98,7354,38.99,Medium,66.85,89.29,40.29,32.09,Medium
Delhi,34.79,10319,25.09,Low,102.14,46.89,41.97,32.74,Medium
Chennai,38.75,5225,9.47,Medium,264.84,42.92,44.0,36.47,High
