State,Year,Population (millions),Annual Rainfall (mm),Agricultural Land (sq km),Industrial Water Usage (billion liters),Domestic Water Usage (billion liters),Groundwater Level (meters below surface),Reservoir Capacity (%),Total Water Consumption (billion liters),Water Shortage Risk
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Manipur,2003,37.76,3987.4,11412.5,83.87,60.12,22.7,45.4,143.99,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Gujarat,2001,190.79,505.5,19930.0,43.08,153.61,4.0,63.5,196.69,No
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Himachal Pradesh,2015,51.79,3404.4,181889.4,200.4,199.53,42.7,32.4,399.93,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Karnataka,2007,233.78,1539.8,19495.8,343.92,16.17,23.8,27.7,360.09,No
Arunachal Pradesh,2010,149.73,831.3,67588.2,450.64,252.23,48.4,60.5,702.87,No
Nagaland,2023,39.41,1397.1,152727.4,358.56,249.42,28.3,38.2,607.98,No
Arunachal Pradesh,2001,88.2,2208.3,189928.5,75.68,183.08,34.8,39.1,258.76,No
Uttarakhand,2012,164.51,1811.2,171325.7,164.76,236.15,36.3,18.3,400.91,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Haryana,2022,160.85,1259.7,107732.9,204.1,284.19,47.1,69.6,488.29,No
Karnataka,2012,175.3,3254.7,121833.5,193.39,277.72,18.3,37.5,471.11,No
Meghalaya,2003,246.89,2346.6,45205.6,345.6,269.35,16.0,60.5,614.95,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Arunachal Pradesh,2014,76.53,1962.3,118923.9,401.15,238.99,26.4,28.9,640.14,No
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Uttar Pradesh,2013,159.25,1101.5,134457.6,447.16,289.03,40.5,76.0,736.19,No
Nagaland,2015,3.15,2365.2,130468.8,24.43,249.44,24.6,77.3,273.87,No
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Odisha,2000,110.82,837.6,74650.0,479.12,268.74,14.0,79.2,747.86,No
Nagaland,2021,183.11,2139.7,72335.4,47.11,254.9,43.9,75.9,302.01,No
Himachal Pradesh,2008,121.84,3584.8,142149.6,28.95,37.22,40.9,76.3,66.17,No
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Bihar,2014,84.82,3786.8,17631.2,78.23,81.62,16.5,76.8,159.85,No
Manipur,2020,149.5,2292.8,130998.9,185.25,167.67,16.5,41.1,352.92,No
Punjab,2011,224.21,2776.0,79415.2,430.58,188.44,45.0,14.1,619.02,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Tamil Nadu,2004,139.56,747.3,69559.3,362.28,221.98,38.6,85.6,584.26,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Kerala,2021,115.21,1525.4,197368.4,54.38,138.65,30.0,5.2,193.03,No
Mizoram,2014,238.37,2461.6,177888.1,367.16,89.19,48.6,80.8,456.35,No
Arunachal Pradesh,2001,4.36,3720.9,28316.0,284.34,15.62,45.3,32.4,299.96,No
Madhya Pradesh,2001,105.65,1697.2,54547.3,322.65,30.55,36.1,62.6,353.2,No
Gujarat,2018,106.06,3434.9,78566.1,454.78,40.69,43.8,31.3,495.47,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Karnataka,2007,233.78,1539.8,19495.8,343.92,16.17,23.8,27.7,360.09,No
Gujarat,2004,66.85,814.1,115724.1,77.84,24.15,43.4,22.4,101.99,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Meghalaya,2000,39.14,672.3,14155.2,359.3,113.6,19.1,17.4,472.9,No
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Himachal Pradesh,2007,11.42,1154.6,73580.8,52.11,112.34,16.5,36.4,164.45,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Haryana,2001,193.21,2224.4,83686.6,382.8,205.53,37.7,93.2,588.33,No
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
West Bengal,2002,244.48,987.9,127629.1,319.31,173.47,12.9,8.3,492.78,No
Meghalaya,2011,178.73,963.0,190381.1,412.36,100.58,5.6,35.2,512.94,No
Odisha,2021,90.41,1703.1,140355.9,38.91,286.73,36.4,19.1,325.64,No
Odisha,2018,66.46,3993.7,30406.9,408.06,262.83,1.2,55.6,670.89,No
Madhya Pradesh,2020,133.9,2007.0,122630.7,116.33,72.73,9.3,22.8,189.06,No
Rajasthan,2000,36.13,2578.2,12739.9,485.66,167.0,17.3,68.2,652.66,No
Punjab,2011,164.65,2224.3,183063.8,362.65,232.06,3.9,88.2,594.71,No
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Sikkim,2021,193.83,1180.2,188399.7,76.2,181.47,12.4,32.8,257.67,No
Andhra Pradesh,2003,234.49,3673.5,91655.0,155.35,264.32,29.9,93.3,419.67,No
Rajasthan,2011,45.14,3734.5,182984.8,304.48,271.24,22.1,14.3,575.72,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Maharashtra,2025,135.63,2074.5,176068.1,141.07,264.52,11.8,16.0,405.59,No
Sikkim,2009,216.36,3987.1,49589.3,423.27,37.52,42.5,22.2,460.79,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Odisha,2005,3.91,1389.6,99437.6,282.82,246.05,4.3,18.1,528.87,No
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
West Bengal,2022,47.23,3484.7,10602.2,144.29,211.72,49.3,85.2,356.01,No
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Maharashtra,2001,77.49,3424.0,63119.6,170.77,48.21,17.5,20.3,218.98,No
Mizoram,2008,54.41,3134.7,114852.0,482.18,102.97,26.3,97.5,585.15,No
Jharkhand,2023,188.62,1676.6,2970.1,455.51,103.89,3.0,77.9,559.4,No
Andhra Pradesh,2025,223.4,503.9,160385.5,450.91,49.62,33.9,21.1,500.53,Yes
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Tripura,2022,131.6,1434.0,187941.4,32.3,117.99,43.9,46.2,150.29,No
Goa,2024,248.1,1167.3,8603.7,240.16,223.51,11.6,73.0,463.67,No
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Sikkim,2019,112.56,1609.3,72700.1,292.29,137.85,1.5,60.5,430.14,No
Chhattisgarh,2009,160.59,1763.8,129326.9,105.46,280.11,47.5,74.9,385.57,No
Assam,2004,185.41,657.6,172917.0,203.44,134.12,30.3,46.1,337.56,No
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Madhya Pradesh,2016,114.82,712.9,17384.2,433.34,206.28,31.9,82.4,639.62,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Madhya Pradesh,2010,200.69,842.9,192973.2,411.42,104.41,42.0,57.5,515.83,No
Nagaland,2011,229.28,3358.1,120445.9,92.17,213.66,16.3,12.8,305.83,No
Gujarat,2005,23.28,2793.7,158582.9,171.53,67.17,23.6,99.1,238.7,No
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Manipur,2016,221.04,1903.0,158831.4,288.36,230.51,19.2,38.8,518.87,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Telangana,2013,204.71,3669.0,73429.5,368.27,289.48,31.1,10.7,657.75,No
Kerala,2011,109.65,1148.1,144500.0,52.11,77.1,5.7,46.5,129.21,No
Tripura,2016,137.29,1309.9,119905.1,400.75,114.49,47.3,72.6,515.24,No
Nagaland,2010,205.74,3563.7,26908.0,185.71,43.88,33.5,55.4,229.59,No
Karnataka,2010,190.14,1372.6,6798.8,25.27,73.75,32.3,25.6,99.02,No
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Chhattisgarh,2007,10.5,1956.4,83883.2,261.39,17.93,18.3,36.6,279.32,No
Karnataka,2003,246.89,2006.4,76768.1,395.51,225.84,39.3,48.2,621.35,No
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Assam,2002,241.33,3198.7,141390.1,147.41,125.93,9.3,56.3,273.34,No
Telangana,2021,203.54,2597.4,112456.4,390.47,266.71,27.3,59.7,657.18,No
Mizoram,2016,161.45,1035.8,127768.8,429.13,74.41,41.1,31.4,503.54,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Telangana,2025,49.39,1457.2,132456.0,494.27,97.96,19.2,76.3,592.23,No
Mizoram,2017,204.72,3678.1,111924.2,480.39,221.26,20.0,90.6,701.65,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Punjab,2001,165.88,761.8,168700.3,82.73,286.87,25.1,89.7,369.6,No
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Himachal Pradesh,2003,219.31,1197.9,162548.8,393.79,106.84,5.9,74.6,500.63,No
Goa,2010,216.6,2834.2,156284.7,485.47,91.17,43.1,52.5,576.64,No
Manipur,2007,86.88,2671.0,38129.3,174.38,282.2,23.6,74.0,456.58,No
West Bengal,2002,84.31,1992.7,111270.5,5.67,171.3,18.1,70.8,176.97,No
Assam,2020,193.53,1527.5,127639.8,26.31,67.22,9.7,25.1,93.53,No
Meghalaya,2023,81.15,3988.2,36492.4,475.33,82.62,18.4,49.7,557.95,No
Haryana,2016,10.3,1027.6,109264.0,478.06,283.85,26.9,58.8,761.91,No
Karnataka,2010,190.14,1372.6,6798.8,25.27,73.75,32.3,25.6,99.02,No
Rajasthan,2010,174.92,1292.5,165328.7,281.35,264.98,8.8,72.1,546.33,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Himachal Pradesh,2003,160.36,2395.8,50952.9,113.89,209.82,30.3,29.8,323.71,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Andhra Pradesh,2016,170.93,1171.1,188530.7,237.62,227.14,11.4,21.3,464.76,No
Bihar,2005,236.2,2732.2,163814.1,466.38,252.87,10.3,48.9,719.25,No
Manipur,2013,236.54,1492.4,196930.7,67.64,235.11,49.9,63.5,302.75,No
Tamil Nadu,2020,46.19,1917.0,39091.3,273.73,282.99,49.1,81.7,556.72,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Telangana,2001,47.13,2211.4,28917.2,216.77,253.72,22.1,58.6,470.49,No
Tamil Nadu,2024,113.07,1909.9,124974.2,334.45,50.01,43.8,31.6,384.46,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Chhattisgarh,2018,58.25,3364.6,140633.1,175.2,49.54,15.7,86.0,224.74,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Tripura,2022,126.77,2600.4,191215.2,205.76,27.3,40.2,68.2,233.06,No
Goa,2003,125.37,2437.1,86673.5,455.49,132.7,7.4,48.3,588.19,No
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Arunachal Pradesh,2015,93.66,2787.1,142696.0,224.94,118.72,26.7,55.0,343.66,No
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Jharkhand,2025,59.24,893.1,43431.5,441.36,105.64,2.2,73.0,547.0,No
Uttar Pradesh,2019,222.34,1344.7,143041.0,360.75,198.01,14.8,16.6,558.76,No
Punjab,2019,154.82,1415.1,103464.4,477.99,126.49,40.1,98.4,604.48,No
Rajasthan,2017,95.72,1836.5,129036.8,34.94,76.96,1.4,64.5,111.9,No
Odisha,2017,12.78,2964.4,78302.2,249.9,231.11,36.4,78.4,481.01,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Mizoram,2003,227.61,2639.5,188887.6,117.76,234.0,29.4,76.7,351.76,No
Haryana,2006,108.68,1008.1,28600.8,378.47,118.56,43.4,17.2,497.03,No
Punjab,2009,9.95,3449.9,68326.9,325.9,60.85,35.9,9.8,386.75,No
Meghalaya,2000,41.43,2889.8,45097.0,330.8,230.39,39.0,21.8,561.19,No
Haryana,2014,132.19,1580.1,34443.3,157.75,291.14,37.7,75.5,448.89,No
Goa,2019,224.32,3662.0,30070.2,163.46,125.73,24.3,48.7,289.19,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Jharkhand,2025,79.48,2386.9,144212.6,290.64,191.03,25.2,8.2,481.67,No
Bihar,2011,212.22,3760.1,94021.5,446.87,211.01,8.6,91.0,657.88,No
Mizoram,2014,31.17,3713.7,91528.9,285.96,25.2,46.4,28.1,311.16,No
Himachal Pradesh,2008,66.78,3920.4,19848.7,340.28,181.75,20.9,86.1,522.03,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Tripura,2020,45.3,3676.5,141387.4,107.08,278.28,43.7,5.8,385.36,No
Sikkim,2008,72.7,974.4,50796.2,322.4,70.96,5.6,78.6,393.36,No
Kerala,2012,248.79,1735.3,103102.0,70.55,194.73,36.2,82.8,265.28,No
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Uttarakhand,2021,17.3,3863.4,181129.9,338.71,8.65,1.8,85.9,347.36,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Arunachal Pradesh,2017,127.96,1279.8,42479.5,258.23,145.68,28.1,27.3,403.91,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Odisha,2010,62.98,619.2,188696.5,471.9,156.95,9.1,65.2,628.85,No
Telangana,2022,45.97,2869.0,13591.8,143.94,218.01,8.1,68.1,361.95,No
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Kerala,2015,167.92,3247.6,119060.4,461.22,299.96,39.0,90.4,761.18,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
West Bengal,2012,47.36,2309.7,143860.4,182.87,216.61,24.6,85.0,399.48,No
Chhattisgarh,2015,233.87,2615.8,170401.8,68.27,266.5,22.6,87.8,334.77,No
Maharashtra,2015,152.71,999.7,72843.9,24.68,81.62,33.5,29.9,106.3,No
Maharashtra,2016,46.09,2223.7,125722.3,447.57,27.62,22.6,46.5,475.19,No
Andhra Pradesh,2003,109.9,1255.2,139857.8,434.59,153.12,34.1,19.7,587.71,No
Tamil Nadu,2012,219.51,1569.4,160891.3,262.53,148.93,13.2,28.7,411.46,No
Rajasthan,2009,112.34,1395.1,112632.3,320.53,277.84,39.3,79.8,598.37,No
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Rajasthan,2004,198.35,561.0,154033.6,79.59,277.7,24.5,56.4,357.29,No
Himachal Pradesh,2012,198.45,634.9,140403.8,394.37,287.68,44.8,62.1,682.05,No
Telangana,2000,149.98,627.2,86702.4,170.84,132.44,21.8,19.1,303.28,No
Arunachal Pradesh,2023,135.7,3627.0,48466.5,368.49,296.01,32.3,99.1,664.5,No
Assam,2015,231.63,3489.2,154847.1,9.77,123.59,33.1,6.1,133.36,No
Sikkim,2004,169.0,2468.5,112828.9,469.73,286.86,26.9,72.7,756.59,No
Mizoram,2014,238.37,2461.6,177888.1,367.16,89.19,48.6,80.8,456.35,No
Tamil Nadu,2025,21.58,1048.1,131090.8,75.6,245.82,12.2,5.3,321.42,No
Chhattisgarh,2004,198.02,3646.3,65486.3,12.02,85.53,45.1,83.0,97.55,No
Uttar Pradesh,2006,133.75,2931.1,111409.9,329.43,60.93,10.2,77.5,390.36,No
Odisha,2000,85.95,1743.2,140886.5,184.38,267.67,44.9,20.5,452.05,No
Kerala,2010,197.67,2101.1,155366.4,384.97,236.51,31.3,26.7,621.48,No
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Tripura,2022,126.77,2600.4,191215.2,205.76,27.3,40.2,68.2,233.06,No
Assam,2014,80.85,1648.2,64161.3,304.72,245.26,20.0,81.0,549.98,No
Sikkim,2020,240.43,3574.1,39504.7,27.68,263.33,39.1,64.3,291.01,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Gujarat,2006,31.22,2401.9,198954.4,241.97,38.09,21.4,40.7,280.06,No
Meghalaya,2014,54.13,2312.2,192680.3,231.17,236.02,4.3,76.8,467.19,No
West Bengal,2015,2.9,3648.2,126585.1,190.26,59.88,34.7,50.9,250.14,No
Nagaland,2005,129.06,2531.1,174981.9,12.18,227.53,16.9,81.5,239.71,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Andhra Pradesh,2017,181.81,3250.1,133517.1,345.61,26.7,26.1,69.3,372.31,No
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
West Bengal,2010,146.22,1895.5,97993.6,69.03,123.83,32.0,50.1,192.86,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Meghalaya,2012,74.03,2017.2,78541.0,322.6,252.63,9.6,67.1,575.23,No
Madhya Pradesh,2019,69.37,716.9,114741.5,417.1,65.56,6.3,81.5,482.66,No
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Punjab,2005,234.74,1823.0,170100.6,329.68,77.42,9.7,54.8,407.1,No
Bihar,2002,118.8,1996.2,24727.4,433.17,43.17,11.1,94.4,476.34,No
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Manipur,2018,116.47,3312.7,58190.5,166.99,207.74,23.3,61.9,374.73,No
Assam,2009,205.14,3186.5,145664.6,480.75,134.24,4.0,11.1,614.99,No
Haryana,2000,41.4,1427.5,148776.9,254.41,169.26,44.1,18.2,423.67,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Punjab,2015,33.38,2967.9,23916.1,486.98,5.94,6.3,71.4,492.92,No
Assam,2003,74.63,2282.5,172001.1,485.13,55.13,20.5,74.1,540.26,No
Tripura,2012,107.9,3555.0,184479.1,254.57,163.78,30.5,95.0,418.35,No
Meghalaya,2012,223.13,3754.0,119842.0,295.87,213.65,19.9,73.8,509.52,No
Meghalaya,2004,194.83,757.1,75189.7,463.83,163.84,10.2,51.4,627.67,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Madhya Pradesh,2009,62.43,1905.5,111758.2,444.11,17.84,17.9,94.3,461.95,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Jharkhand,2016,231.37,2637.5,89463.2,57.91,164.28,34.7,40.4,222.19,No
Rajasthan,2000,40.33,3720.5,131534.6,387.36,296.17,40.0,30.3,683.53,No
Jharkhand,2007,81.29,575.2,184920.3,311.32,21.09,15.5,82.0,332.41,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Odisha,2016,213.42,2962.5,80708.2,353.9,163.38,37.2,16.1,517.28,No
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Meghalaya,2021,217.42,2212.7,182742.4,170.03,261.18,19.2,62.8,431.21,No
Assam,2022,65.08,1202.3,104445.1,450.2,39.16,22.3,58.5,489.36,No
Gujarat,2011,211.96,1094.3,182980.3,281.32,230.63,22.3,56.0,511.95,No
Punjab,2002,80.63,2453.8,59779.2,338.64,51.22,36.7,50.4,389.86,No
Telangana,2018,60.07,3198.3,183887.8,15.56,151.84,5.6,12.1,167.4,No
Jharkhand,2017,195.82,1503.0,174475.8,153.66,70.02,28.8,31.5,223.68,No
Chhattisgarh,2009,160.59,1763.8,129326.9,105.46,280.11,47.5,74.9,385.57,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Odisha,2002,147.56,3504.8,137245.4,316.18,241.21,45.8,73.3,557.39,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Meghalaya,2021,154.93,1177.8,7500.2,412.81,11.05,30.5,47.3,423.86,No
Goa,2017,63.19,3861.3,92716.6,451.82,15.57,4.5,62.0,467.39,No
Mizoram,2006,54.48,2282.5,179380.0,242.13,10.84,38.5,20.0,252.97,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Tripura,2012,235.51,3085.6,121512.4,420.31,44.65,10.7,27.2,464.96,No
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Meghalaya,2011,115.18,1507.1,88096.0,474.25,195.47,14.7,54.0,669.72,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Rajasthan,2025,51.73,3918.8,149772.8,467.94,82.03,46.4,58.9,549.97,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Kerala,2013,86.6,2694.3,129773.2,363.15,212.9,43.7,16.5,576.05,No
Tamil Nadu,2010,165.78,2383.7,193519.6,242.06,276.66,34.4,68.7,518.72,No
Bihar,2005,236.2,2732.2,163814.1,466.38,252.87,10.3,48.9,719.25,No
Himachal Pradesh,2007,64.69,2785.2,99588.1,382.84,184.4,37.7,86.6,567.24,No
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Chhattisgarh,2016,181.09,2701.4,71898.0,401.35,29.95,29.5,83.4,431.3,No
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Odisha,2006,171.05,2860.7,133649.4,186.34,94.58,6.5,73.7,280.92,No
Madhya Pradesh,2015,24.13,1001.1,60337.0,115.7,72.45,37.2,75.8,188.15,No
Jharkhand,2007,68.21,2494.3,65444.4,345.59,254.07,36.6,38.2,599.66,No
Karnataka,2000,56.21,3619.2,80658.8,72.27,49.24,15.1,33.6,121.51,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Madhya Pradesh,2015,104.98,1734.1,191247.0,309.94,181.06,44.1,62.4,491.0,No
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Punjab,2018,246.83,3916.8,180901.7,409.06,263.75,30.4,97.9,672.81,No
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Mizoram,2004,168.55,736.8,46324.5,259.24,197.86,8.0,54.5,457.1,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
